//configuration
//#alleledigits(1~4)	#outputdigits(0~10)	#missingallele	#ambiguousallele	#nthreads(1~64)
3	8	000	999	4
//genotype		
Ind	Pop	Am059	Am14	Am005	Am46	Am52	Am061
W5_3	C51	000000	000000	101104	092119	147152	211219
W5_4	C51	000000	000000	111117	097125	139147	215228
W5_5	C51	000000	000000	104104	099125	147152	215221
W5_7	C51	000000	000000	104104	092099	145147	213215
W5_8	C51	000000	000000	101104	092119	147152	211219
W5_9	C51	000000	000000	104104	092092	152154	219219
W5_10	C51	000000	000000	111111	092092	139147	215217
W5_11	C51	000000	000000	111111	092099	152152	215221
W5_12	C51	000000	000000	108111	097125	147152	211215
W5_14	C51	000000	000000	097111	092102	140147	219234
W5_15	C51	000000	000000	104117	092097	139152	219228
W5_16	C51	000000	000000	104104	092099	145147	213219
W5_17	C51	000000	000000	104115	092099	144152	215217
W5_18	C51	000000	000000	111117	092097	139152	215228
W5_19	C51	000000	000000	109111	094125	140147	215217
W5_20	C51	000000	000000	111117	092097	139152	219228
W5_22	C51	000000	000000	104117	092097	139152	219228
W5_23	C51	000000	000000	111117	092097	139147	215228
W5_24	C51	000000	000000	104104	092092	139147	215217
W5_25	C51	000000	000000	104109	092094	140152	215217
W5_26	C51	000000	000000	108111	092097	147152	211215
W5_27	C51	000000	000000	104104	092125	147154	215219
W5_28	C51	000000	000000	109111	094125	140147	217219
W5_29	C51	000000	000000	104115	092099	144147	217219
W5_30	C51	000000	000000	111117	097125	139147	215228
W5_31	C51	000000	000000	104111	101125	143152	217219
W5_32	C51	000000	000000	111115	092099	144147	217219
W5_33	C51	000000	000000	096111	102125	140147	215234
W5_34	C51	000000	000000	104104	099125	145152	213215
W5_35	C51	000000	000000	104104	116125	144152	000000
W5_36	C51	000000	000000	111111	099125	145152	213215
W5_37	C51	000000	000000	109111	092094	140152	000000
W5_38	C51	000000	000000	108111	097125	147152	211219
W5_39	C51	000000	000000	104117	097125	139152	219228
W5_40	C51	000000	000000	104104	092125	152154	219219
W5_41	C51	000000	000000	104111	101125	143152	215217
W5_42	C51	000000	000000	111117	092097	139152	215228
W5_43	C51	000000	000000	104104	092092	147154	219219
W5_44	C51	000000	000000	111115	092099	144152	217219
W5_45	C51	000000	000000	104104	092092	147152	219232
W5_46	C51	000000	000000	111111	092099	152152	219221
W5_48	C51	000000	000000	104117	097125	139152	215228
W5_49	C51	000000	000000	108111	097125	147147	211219
W5_50	C51	000000	000000	100104	097125	140152	219230
W5_51	C51	000000	000000	098111	092101	139152	000000
W5_52	C51	000000	000000	111115	099125	144152	217219
W5_53	C51	000000	000000	111111	092092	139152	215217
W5_54	C51	000000	000000	104115	099125	144152	215217
W5_55	C51	000000	000000	104111	106125	140147	215232
W5_56	C51	000000	000000	111111	092099	152152	215221
W5_57	C51	000000	000000	111111	099125	147152	219221
W5_58	C51	000000	000000	098104	092101	139152	215240
W5_59	C51	000000	000000	111117	092097	139152	000000
W5_60	C51	000000	000000	111111	092099	147152	219221
W5_61	C51	000000	000000	111117	092097	139147	219228
W5_62	C51	000000	000000	104104	092116	144147	219224
W5_63	C51	000000	000000	096104	092102	140152	219234
W5_64	C51	000000	000000	104104	102125	147152	213219
W5_65	C51	000000	000000	104111	092092	147154	215219
W5_66	C51	000000	000000	109111	094125	140152	000000
W5_67	C51	000000	000000	109111	092094	140152	217219
W5_68	C51	000000	000000	104108	097125	147147	211215
W5_69	C51	000000	000000	108111	097125	147152	211215
W5_70	C51	000000	000000	104104	092099	145147	213215
W5_71	C51	000000	000000	104111	125125	147152	219232
W5_72	C51	000000	000000	111111	092099	152152	219221
W5_73	C51	000000	000000	108111	092097	147152	211219
W5_74	C51	000000	000000	104117	097125	139152	219228
W5_75	C51	000000	000000	104117	097125	139147	215228
W5_76	C51	000000	000000	104104	092099	152152	215221
W5_77	C51	000000	000000	111115	092099	144147	217219
W5_78	C51	000000	000000	104111	092092	147152	215232
W5_79	C51	000000	000000	108111	097125	147152	211215
W5_80	C51	000000	000000	111115	092099	144152	000000
W5_81	C51	000000	000000	096111	092102	140147	215234
W5_82	C51	000000	000000	098111	101125	139152	000000
W5_83	C51	000000	000000	104104	125125	147152	219232
W5_84	C51	000000	000000	108111	097125	147147	211219
W5_85	C51	000000	000000	104108	097125	147147	211215
W5_86	C51	000000	000000	100111	092097	140152	215230
W5_87	C51	000000	000000	100111	119125	147152	211215
W5_88	C51	000000	000000	104111	092092	152154	219219
W5_89	C51	000000	000000	111114	092098	143152	217219
W5_90	C51	000000	000000	104104	100125	150152	217219
W5_91	C51	000000	000000	104111	000000	152152	219232
W5_92	C51	000000	000000	100104	119125	147152	211219
W5_93	C51	000000	000000	105104	092107	139147	219232
W5_94	C51	000000	000000	097104	092102	139147	219234
W5_95	C51	000000	000000	104111	092092	147152	215233
W5_96	C51	000000	000000	104104	092098	152152	219221
W5_97	C51	000000	000000	111117	096125	138147	219229
W5_98	C51	000000	000000	111111	098125	147152	219221
W5_100	C51	000000	000000	111111	098125	144152	213215
W5_101	C51	000000	000000	104111	102125	152152	213219
W5_102	C51	000000	000000	104111	105125	139147	215232
W5_103	C51	000000	000000	104111	092125	152154	215219
W5_104	C51	000000	000000	104107	092096	147147	211215
W5_106	C51	000000	000000	104104	098125	152152	219221
W5_107	C51	000000	000000	104104	102125	152152	213219
W5_108	C51	000000	000000	108111	094125	139152	217219
W5_109	C51	000000	000000	104104	098125	152152	215221
W5_110	C51	000000	000000	104114	098125	143147	215217
W5_111	C51	000000	000000	108111	092094	139152	217219
W5_112	C51	000000	000000	104117	092096	138152	219229
W5_113	C51	000000	000000	104111	092100	142147	215233
W5_114	C51	000000	000000	104111	102125	152152	213219
W5_115	C51	000000	000000	097104	100125	138152	215215
W5_116	C51	000000	000000	104111	092100	152154	215219
W5_117	C51	000000	000000	104111	092092	147154	219219
W5_118	C51	000000	000000	111111	098125	147152	219221
W5_119	C51	000000	000000	111111	125125	152152	219219
W5_120	C51	000000	000000	104111	125125	152152	219232
W5_121	C51	000000	000000	104104	000000	143152	219225
W5_122	C51	000000	000000	104111	100125	142152	215217
W5_123	C51	000000	000000	104104	100125	150152	217219
W5_124	C51	000000	000000	104111	092092	147152	219232
W5_125	C51	000000	000000	108111	094125	139147	215217
W5_126	C51	000000	000000	104104	107125	139147	219232
W5_127	C51	000000	000000	104104	100125	142152	219233
W5_128	C51	000000	000000	104104	098125	147152	215221
W5_129	C51	000000	000000	111111	092098	144147	213215
W5_130	C51	000000	000000	111111	092098	147152	215221
W5_131	C51	000000	000000	104104	092098	144147	213219
W5_132	C51	000000	000000	104104	092125	147154	215219
W5_133	C51	000000	000000	104107	096125	147152	211215
W5_134	C51	000000	000000	111111	092092	143147	215225
W5_135	C51	000000	000000	104111	092100	150152	217219
W5_136	C51	000000	000000	097111	100125	138152	215215
W5_137	C51	000000	000000	104104	098125	147152	219221
W5_139	C51	000000	000000	111111	092098	144152	215215
W5_141	C51	000000	000000	104104	092106	139147	215232
W5_143	C51	000000	000000	108111	092094	139152	215217
W5_147	C51	000000	000000	111117	092096	139147	219229
W5_148	C51	000000	000000	108111	092094	139147	215217
W5_151	C51	000000	000000	104111	092100	142152	215217
W5_158	C51	000000	000000	111117	096125	138147	219229
W5_159	C51	000000	000000	100104	096125	139147	215230
W5_160	C51	000000	000000	097104	102125	147153	213219
W5_161	C51	000000	000000	111117	092104	147152	215221
W5_165	C51	000000	000000	111111	092092	138152	217219
W5_166	C51	000000	000000	104104	100125	150152	217219
W5_168	C51	000000	000000	104104	092098	144152	213219
W5_170	C51	000000	000000	100111	096125	139152	219230
W5_172	C51	000000	000000	108111	094125	139152	215217
W5_173	C51	000000	000000	104104	092092	152154	204219
W5_182	C51	000000	000000	111111	098125	144147	213219
W5_183	C51	000000	000000	104107	092104	139147	215221
D5_1	C51	209	000	104	125	147	219
D5_2	C51	209	130	104	125	147	215
D5_7	C51	209	130	104	125	152	219
D5_10	C51	000	000	000	125	152	000
D5_12	C51	209	132	111	092	152	215
D5_15	C51	209	130	111	125	147	215
D5_18	C51	209	000	104	092	152	215
D5_20	C51	000	130	111	092	147	219
D5_28	C51	209	130	111	092	152	215
D5_31	C51	209	130	104	092	152	219
D5_34	C51	209	130	111	092	152	215
D5_35	C51	000	130	111	092	147	215
D5_36	C51	209	130	111	092	152	215
D5_40	C51	209	130	104	092	152	219
D5_45	C51	000	000	104	092	147	219
Q5_2	C52	217225	132138	117117	104106	148150	215234
D5_3	C52	225	138	117	106	150	234
D5_4	C52	000	000	117	000	000	000
D5_5	C52	225	138	117	106	150	215
D5_6	C52	225	138	000	106	148	215
D5_8	C52	217	138	117	106	148	215
D5_11	C52	225	132	117	106	148	215
D5_14	C52	217	138	117	104	148	234
D5_16	C52	225	132	117	106	150	215
D5_17	C52	000	138	117	000	000	215
D5_19	C52	217	132	117	104	150	234
D5_21	C52	217	138	117	104	148	215
D5_22	C52	225	138	117	106	150	215
D5_24	C52	225	132	117	106	150	234
D5_25	C52	225	138	117	104	150	215
D5_26	C52	217	000	117	104	150	000
D5_27	C52	225	132	117	106	148	234
D5_29	C52	217	132	117	106	150	000
D5_30	C52	217	132	117	104	150	234
D5_32	C52	217	138	117	106	148	215
D5_37	C52	225	138	117	104	148	215
D5_38	C52	225	138	000	106	150	215
D5_41	C52	225	132	117	104	150	234
D5_42	C52	225	132	117	106	150	215
D5_43	C52	217	132	117	106	148	215
D5_44	C52	225	132	117	106	148	234
D5_46	C52	225	132	000	104	150	234
D5_48	C52	217	138	000	106	148	234
D5_49	C52	225	138	000	106	150	215
D5_50	C52	225	132	117	106	150	215
D5_51	C52	225	132	117	104	150	234
D5_52	C52	225	132	000	104	150	215
D5_53	C52	217	132	117	104	150	234
D5_54	C52	225	138	117	104	148	234
D5_55	C52	000	000	117	000	000	000
D5_56	C52	217	132	117	106	148	234
D5_57	C52	217	000	000	104	148	000
D5_58	C52	217	138	000	104	148	234
D5_59	C52	217	138	117	106	150	234
D5_60	C52	225	132	000	104	150	215
D5_61	C52	217	132	117	104	150	234
D5_62	C52	225	138	000	104	148	215
D5_63	C52	225	138	117	106	148	215
D5_64	C52	225	138	000	104	148	215
D5_65	C52	225	138	000	106	148	215
D5_66	C52	217	138	000	104	148	215
D5_67	C52	225	138	117	106	150	234
D5_68	C52	217	138	117	104	148	215
D5_69	C52	217	132	000	106	148	215
D5_70	C52	217	132	117	106	148	234
D5_71	C52	000	000	117	000	000	000
D5_72	C52	000	138	117	106	148	215
D5_73	C52	217	138	000	106	150	234
D5_74	C52	225	132	000	106	148	234
D5_75	C52	217	132	117	104	150	234
D5_76	C52	225	132	117	106	150	234
D5_77	C52	225	132	117	106	150	215
D5_78	C52	225	132	117	106	150	215
D5_79	C52	225	132	117	106	148	215
D5_80	C52	217	132	117	104	150	234
D5_81	C52	217	132	000	104	148	234
D5_82	C52	217	132	000	106	150	234
D5_83	C52	217	138	117	104	148	215
D5_84	C52	000	138	117	106	150	000
D5_85	C52	225	132	117	104	150	215
D5_86	C52	217	138	117	106	150	234
D5_88	C52	217	132	117	104	150	234
D5_90	C52	217	132	117	106	150	215
D5_91	C52	217	138	117	104	148	234
D5_92	C52	217	138	117	104	148	215
D5_93	C52	225	132	117	106	150	234
D5_94	C52	225	132	117	104	150	234
D5_95	C52	217	138	117	106	150	215
D5_96	C52	000	138	117	104	000	215
Q6_1	C61	209219	130130	104111	092125	147152	215219
D6_1	C61	219	000	104	092	152	215
D6_2	C61	209	000	111	092	147	219
D6_3	C61	219	130	111	125	147	215
D6_4	C61	000	130	104	000	000	219
D6_5	C61	219	130	104	092	152	215
D6_6	C61	209	130	104	092	152	219
D6_8	C61	219	130	104	125	152	219
D6_9	C61	209	130	104	092	147	215
D6_10	C61	219	130	111	125	147	219
D6_11	C61	219	000	104	125	152	215
D6_12	C61	209	000	104	125	147	215
D6_13	C61	209	000	104	125	147	219
D6_14	C61	209	000	104	125	147	219
D6_15	C61	000	130	111	125	147	000
D6_16	C61	219	130	104	092	147	219
D6_17	C61	209	000	104	092	147	219
D6_18	C61	219	000	104	125	147	215
D6_19	C61	219	000	104	092	147	219
D6_20	C61	219	000	111	125	147	219
D6_21	C61	209	000	104	092	152	219
D6_22	C61	209	000	111	125	147	215
D6_23	C61	000	000	000	000	147	000
D6_24	C61	209	000	111	125	147	219
D6_25	C61	209	130	104	092	147	215
D6_26	C61	219	000	104	125	147	215
D6_27	C61	219	130	104	092	152	219
D6_28	C61	219	130	104	092	147	215
D6_29	C61	209	130	111	092	147	215
D6_30	C61	209	130	104	092	147	215
D6_31	C61	000	000	104	092	147	215
D6_32	C61	000	000	000	092	000	000
D6_33	C61	209	000	104	092	152	215
D6_34	C61	209	130	111	092	152	215
D6_35	C61	219	130	111	125	152	219
D6_36	C61	219	130	104	092	152	219
D6_37	C61	219	130	111	092	147	215
D6_38	C61	209	130	111	125	147	215
D6_40	C61	219	130	104	125	147	215
D6_41	C61	209	130	104	092	147	219
D6_42	C61	219	130	104	092	152	219
D6_43	C61	209	000	111	092	152	215
D6_44	C61	219	000	111	092	147	215
D6_46	C61	209	130	104	092	147	215
D6_48	C61	209	130	111	092	152	219
D6_49	C61	209	130	111	092	147	219
D6_52	C61	209	000	104	092	147	215
D6_53	C61	209	130	111	092	152	219
D6_54	C61	219	130	111	092	147	215
D6_57	C61	219	130	104	092	147	219
D6_58	C61	219	130	104	125	147	219
D6_60	C61	209	130	111	125	147	219
D6_61	C61	219	130	111	092	147	219
D6_62	C61	209	000	111	092	147	215
D6_64	C61	209	130	111	092	147	215
D6_67	C61	219	130	111	125	152	219
D6_70	C61	209	000	111	125	147	219
D6_71	C61	209	000	104	125	147	215
D6_72	C61	209	130	104	125	147	219
D6_73	C61	219	130	104	125	147	215
D6_77	C61	209	130	111	092	147	219
D6_78	C61	219	000	111	092	152	219
D6_79	C61	209	130	111	092	152	219
D6_80	C61	209	130	111	125	152	215
D6_82	C61	219	130	104	125	147	215
D6_85	C61	209	130	104	092	147	219
D6_91	C61	219	130	111	092	152	219
D6_95	C61	000	130	104	092	147	000
D6_96	C61	219	000	104	092	147	000
Q6_2	C62	217225	132138	117117	104106	148150	215234
W6_1	C62	000000	000000	000000	106121	140150	000000
W6_2	C62	000000	132136	000000	099104	150152	000000
W6_3	C62	000000	132136	000000	099104	150152	215219
W6_4	C62	000000	130138	000000	094106	143148	217234
W6_5	C62	000000	130132	000000	094104	150156	215232
W6_7	C62	000000	130138	000000	106119	150150	230234
W6_9	C62	000000	132132	000000	106121	140150	215232
W6_10	C62	000000	128138	000000	094104	150156	215232
W6_11	C62	000000	136138	000000	094104	148156	232234
W6_12	C62	000000	132138	000000	106106	143148	232234
W6_13	C62	000000	128138	000000	000000	000000	232234
W6_14	C62	000000	130132	000000	099106	147150	215217
W6_15	C62	000000	132138	000000	092106	000000	221234
W6_16	C62	000000	132132	000000	106112	150150	234236
W6_17	C62	000000	136138	000000	099106	148152	215219
W6_18	C62	000000	136138	000000	094104	150156	215232
W6_19	C62	000000	126138	000000	101106	150156	211215
W6_20	C62	000000	132138	000000	092106	150152	221234
W6_21	C62	000000	138140	000000	099104	133148	215234
W6_22	C62	000000	138138	000000	104121	148148	234242
W6_23	C62	000000	136138	000000	094106	000000	215232
W6_24	C62	000000	138138	000000	094104	000000	215232
W6_25	C62	000000	136138	000000	104121	140148	232234
W6_26	C62	000000	132132	000000	106121	148148	215228
W6_27	C62	000000	126138	000000	088106	144148	219234
W6_28	C62	000000	130138	000000	106119	150150	230234
W6_29	C62	000000	132136	000000	099106	148152	215219
W6_30	C62	000000	138138	000000	097106	150152	215224
W6_31	C62	000000	126132	000000	101106	150156	211234
W6_34	C62	000000	126132	000000	088104	144150	000000
W6_35	C62	000000	132132	000000	106112	150150	234236
W6_36	C62	000000	132138	000000	097104	140148	215221
W6_37	C62	000000	132132	000000	097104	140150	221234
W6_38	C62	000000	132132	000000	094104	150156	232234
W6_39	C62	000000	132138	000000	092106	150152	221234
W6_40	C62	000000	128138	000000	094106	150156	215232
W6_41	C62	000000	136138	000000	104121	148148	234242
W6_42	C62	000000	132136	000000	097106	150152	215224
W6_43	C62	000000	138138	000000	094104	148156	215232
W6_44	C62	000000	132134	000000	104112	150150	234234
W6_45	C62	000000	130138	000000	094104	143148	217234
W6_46	C62	000000	132132	000000	094104	148156	215232
W6_47	C62	000000	132138	000000	094106	150156	215232
W6_48	C62	000000	132140	000000	099106	133148	215234
W6_49	C62	000000	132138	000000	104106	140148	215234
W6_51	C62	000000	130132	000000	104106	140150	224234
W6_52	C62	000000	132138	000000	094104	140150	215232
W6_53	C62	000000	130132	000000	104119	148148	215230
W6_54	C62	000000	138138	000000	099104	143148	215221
W6_55	C62	000000	132132	000000	104121	148148	215234
W6_56	C62	000000	132136	000000	099104	148152	215219
W6_57	C62	000000	130132	000000	094104	143148	217234
W6_58	C62	000000	130132	000000	099106	147150	215234
W6_59	C62	000000	132138	000000	092104	150152	215221
W6_60	C62	000000	136138	000000	097106	140148	228234
W6_61	C62	000000	126138	000000	088106	144150	219234
W6_63	C62	000000	130138	000000	099106	147148	217234
W6_64	C62	000000	132138	000000	097104	140150	215234
W6_65	C62	000000	132138	000000	092104	148152	215221
W6_66	C62	000000	136138	000000	099106	148152	219234
W6_68	C62	000000	132132	000000	106119	140148	215234
W6_69	C62	000000	132132	000000	104121	148148	215242
W6_70	C62	000000	136138	000000	097104	140150	000000
W6_71	C62	000000	132136	000000	097104	140148	228234
W6_72	C62	000000	132132	000000	104106	143150	221234
W6_73	C62	000000	132138	000000	097104	140148	221234
W6_74	C62	000000	132132	000000	097106	150152	215224
W6_75	C62	000000	138138	000000	106121	148148	215234
W6_76	C62	000000	132132	000000	097106	140150	215221
W6_77	C62	000000	132138	000000	094106	140148	215232
W6_79	C62	000000	132136	000000	104121	150150	215234
W6_80	C62	000000	132138	000000	097106	140148	215221
W6_81	C62	000000	132132	000000	104121	148148	215228
W6_82	C62	000000	132136	000000	097106	140150	228234
W6_83	C62	000000	132132	000000	106121	140150	232234
W6_84	C62	000000	132132	000000	097106	140150	215221
W6_85	C62	000000	134138	000000	106112	150150	215215
W6_86	C62	000000	130138	000000	099104	140148	215232
W6_87	C62	000000	136138	000000	097106	140150	215228
W6_88	C62	000000	136138	000000	104121	150150	234242
W6_90	C62	000000	132138	000000	092106	148152	221234
W6_91	C62	000000	132138	000000	097104	140150	215215
W6_92	C62	000000	138138	000000	092104	148152	215221
W6_93	C62	000000	132138	000000	094106	140150	215232
W6_94	C62	000000	132138	000000	097106	148152	224234
W6_95	C62	000000	136138	000000	099106	143150	221234
W6_96	C62	000000	136138	000000	097104	140150	000000
W6_97	C62	000000	132140	000000	099106	133150	234236
W6_98	C62	000000	132132	000000	097104	140148	000000
W6_99	C62	000000	132132	000000	106121	140148	215232
W6_100	C62	000000	130138	000000	099104	147148	217234
W6_101	C62	000000	138138	000000	106121	140148	215232
W6_102	C62	000000	136138	000000	097106	148152	000000
W6_103	C62	000000	132132	000000	097104	140148	215221
W6_105	C62	000000	132132	000000	106121	140148	215232
W6_106	C62	000000	000000	000000	094106	150156	000000
W6_107	C62	000000	138138	000000	106121	148148	215242
W6_108	C62	000000	136138	000000	104121	140150	215232
W6_109	C62	000000	132138	000000	099106	143148	215221
W6_110	C62	000000	130132	000000	099104	147148	215217
W6_112	C62	000000	126132	000000	088104	144148	215219
W6_115	C62	000000	138138	000000	099104	133148	000000
W6_116	C62	000000	132132	000000	104121	150150	234242
W6_117	C62	000000	132132	000000	097106	150152	224234
W6_118	C62	000000	134138	000000	104121	140148	232234
W6_119	C62	000000	132132	000000	094106	150156	232234
W6_121	C62	000000	132132	000000	104121	150150	234242
W6_122	C62	000000	130138	000000	099106	147148	215217
W6_123	C62	000000	138138	000000	106121	140148	215232
W6_124	C62	000000	138138	000000	106121	140148	232234
W6_125	C62	000000	132136	000000	099106	000000	221234
W6_126	C62	000000	126132	000000	088106	144150	219234
W6_127	C62	000000	138138	000000	106121	150150	228234
W6_128	C62	000000	132132	000000	106121	140150	232234
W6_130	C62	000000	132132	000000	094104	150156	232234
W6_131	C62	000000	128138	000000	106121	148148	215215
W6_132	C62	000000	136138	000000	099104	148152	219234
W6_133	C62	000000	138138	000000	104121	148148	228234
W6_134	C62	000000	132138	000000	104121	140150	215232
W6_135	C62	000000	132132	000000	104121	150150	215242
W6_137	C62	000000	136138	000000	092106	148152	221234
W6_138	C62	000000	138138	000000	097106	148152	224234
W6_139	C62	000000	136138	000000	099104	148152	219234
W6_140	C62	000000	136138	000000	106121	140148	215232
W6_141	C62	000000	132132	000000	097106	140150	221234
W6_142	C62	000000	136138	000000	099106	143148	215221
W6_143	C62	000000	132134	000000	104112	150150	234240
W6_144	C62	000000	132132	000000	104121	140150	232234
W6_186	C62	000000	132134	000000	106106	143148	215232
D6_45	C62	225	138	000	104	148	215
D6_56	C62	217	138	117	106	148	234
D6_59	C62	217	132	117	106	150	234
D6_63	C62	217	138	117	106	148	234
D6_65	C62	217	132	117	104	148	215
D6_66	C62	225	132	000	106	148	215
D6_68	C62	225	132	000	104	148	234
D6_69	C62	000	132	117	000	000	215
D6_74	C62	217	138	000	106	150	215
D6_75	C62	225	138	117	106	148	215
D6_76	C62	217	138	000	106	148	215
D6_83	C62	225	138	000	104	148	234
D6_86	C62	225	138	000	106	150	215
D6_87	C62	225	138	117	104	150	215
D6_88	C62	217	138	117	104	148	215
D6_89	C62	217	132	117	106	150	215
D6_90	C62	217	138	117	106	148	234
D6_92	C62	225	132	117	104	150	215
D6_93	C62	225	138	117	106	150	234
D6_94	C62	225	138	117	106	150	234
Q7	C7	223225	132136	100104	101104	150152	219232
W7_1	C7	215223	000000	104107	000000	000000	219219
W7_2	C7	215223	000000	096104	000000	000000	219230
W7_3	C7	223227	000000	100107	000000	000000	226232
W7_4	C7	219223	000000	100100	000000	000000	219219
W7_5	C7	217223	000000	104104	000000	000000	232232
W7_6	C7	223225	000000	104110	000000	000000	224232
W7_7	C7	000000	000000	098104	000000	000000	230232
W7_8	C7	215223	000000	104107	000000	000000	219230
W7_9	C7	217225	000000	104104	000000	000000	215219
W7_10	C7	221225	000000	096104	000000	000000	219226
W7_11	C7	215223	000000	100109	000000	000000	213232
W7_13	C7	223225	000000	104107	000000	000000	217232
W7_14	C7	215225	000000	100101	000000	000000	217232
W7_15	C7	219225	000000	104104	000000	000000	219219
W7_17	C7	223227	000000	100107	000000	000000	226232
W7_18	C7	223227	000000	104107	000000	000000	219233
W7_19	C7	215225	000000	104109	000000	000000	213219
W7_20	C7	223223	000000	098104	000000	000000	219233
W7_21	C7	223223	000000	104104	000000	000000	211219
W7_23	C7	219223	000000	096104	000000	000000	219228
W7_24	C7	217223	000000	096100	000000	000000	217219
W7_25	C7	217223	000000	100104	000000	000000	232232
W7_28	C7	223225	000000	098100	000000	000000	230232
W7_29	C7	225227	000000	104107	000000	000000	219232
W7_30	C7	223223	000000	098104	000000	000000	219219
W7_31	C7	221223	000000	096104	000000	000000	219226
W7_32	C7	223225	000000	104104	000000	000000	211219
W7_34	C7	223227	000000	104107	000000	000000	219233
W7_36	C7	211223	000000	098104	000000	000000	215232
W7_37	C7	211223	000000	100100	000000	000000	219232
W7_38	C7	223223	000000	104107	000000	000000	217219
W7_39	C7	000000	000000	100101	000000	000000	217219
W7_40	C7	217225	000000	104104	000000	000000	219232
W7_41	C7	217225	000000	104104	000000	000000	215232
W7_42	C7	223227	000000	104107	000000	000000	219219
W7_43	C7	221223	000000	096100	000000	000000	219226
W7_45	C7	221225	000000	096100	000000	000000	219226
W7_46	C7	215225	000000	104108	000000	000000	213232
W7_47	C7	217225	000000	104104	000000	000000	215232
W7_48	C7	225225	000000	099100	000000	000000	230232
W7_49	C7	219225	000000	099100	000000	000000	219232
W7_50	C7	221223	000000	104113	000000	000000	232234
W7_51	C7	223225	000000	100109	000000	000000	219224
W7_52	C7	000000	000000	100100	000000	000000	224232
W7_53	C7	211225	000000	098104	000000	000000	215219
W7_56	C7	215223	000000	104107	000000	000000	219232
W7_57	C7	211225	000000	099104	000000	000000	219219
W7_59	C7	221225	000000	104113	000000	000000	232236
W7_60	C7	223225	000000	104107	000000	000000	217232
W7_61	C7	223227	000000	104107	000000	000000	226232
W7_63	C7	000000	000000	100107	000000	000000	226232
W7_64	C7	223223	000000	096100	000000	000000	219233
W7_65	C7	225225	000000	098100	000000	000000	230232
W7_66	C7	000000	000000	098100	000000	000000	215219
W7_67	C7	211223	000000	104107	000000	000000	217219
W7_68	C7	215223	000000	101104	000000	000000	217232
W7_69	C7	215225	000000	099104	000000	000000	217219
W7_71	C7	223225	000000	104110	000000	000000	219224
W7_74	C7	217223	000000	104108	000000	000000	215232
W7_75	C7	215225	000000	100100	000000	000000	217232
W7_76	C7	219223	000000	104107	000000	000000	219228
W7_78	C7	211223	000000	096104	000000	000000	219234
W7_80	C7	215223	000000	100108	000000	000000	213232
D7_1	C7	223	136	104	101	152	232
D7_2	C7	223	136	104	104	152	219
D7_3	C7	225	132	104	104	152	219
D7_4	C7	223	136	100	104	150	219
D7_5	C7	225	132	100	104	150	219
D7_6	C7	225	132	100	104	150	232
D7_7	C7	225	132	104	104	152	232
D7_8	C7	223	132	100	104	152	232
D7_9	C7	223	132	104	104	150	232
D7_10	C7	223	132	104	104	150	219
D7_11	C7	223	136	100	101	150	232
D7_12	C7	223	136	100	104	150	219
D7_13	C7	225	136	104	104	152	219
D7_14	C7	225	132	104	104	152	232
D7_15	C7	225	132	104	104	150	232
D7_16	C7	223	136	104	101	152	232
D7_17	C7	223	136	100	101	150	219
D7_18	C7	225	136	100	101	152	219
D7_19	C7	225	132	100	101	152	219
D7_20	C7	223	132	104	101	150	219
D7_21	C7	223	132	104	101	152	219
D7_22	C7	225	132	104	104	150	219
D7_23	C7	225	136	104	104	150	232
D7_24	C7	223	136	104	104	150	232
D7_25	C7	000	132	100	101	000	219
D7_26	C7	223	136	100	104	150	232
D7_27	C7	225	132	100	101	150	232
D7_28	C7	223	136	104	104	150	232
D7_29	C7	225	136	104	101	152	219
D7_30	C7	223	136	104	101	152	232
D7_31	C7	223	132	104	104	150	219
D7_32	C7	225	136	104	104	152	232
D7_33	C7	223	136	104	104	152	219
D7_34	C7	225	136	104	104	152	232
D7_35	C7	223	132	104	104	150	232
D7_36	C7	225	136	104	101	152	219
D7_37	C7	223	132	100	101	150	219
D7_38	C7	223	132	100	104	150	219
D7_39	C7	225	132	104	104	152	219
D7_40	C7	223	132	100	101	150	219
D7_41	C7	225	132	104	104	150	219
D7_42	C7	223	136	104	104	152	232
D7_43	C7	225	136	104	101	150	219
D7_44	C7	225	136	104	104	150	219
D7_45	C7	223	136	104	101	150	232
D7_46	C7	225	136	104	104	152	232
D7_47	C7	223	136	100	104	152	219
D7_48	C7	223	000	000	104	150	000
Q8	C8	233233	126126	096108	098100	140143	219233
W8_1	C8	000000	000000	108113	092098	140143	000000
W8_2	C8	000000	000000	108113	092098	143143	215233
W8_4	C8	000000	000000	104108	098106	140140	219234
W8_5	C8	000000	000000	104108	098100	140140	219219
W8_9	C8	000000	000000	096104	098120	143145	217219
W8_11	C8	000000	000000	096104	098100	140140	219233
W8_12	C8	000000	000000	108108	098098	140143	213219
W8_13	C8	000000	000000	108108	098098	140140	213233
W8_14	C8	000000	000000	104108	098100	140143	219219
W8_15	C8	000000	000000	096104	096098	140143	219219
W8_18	C8	000000	000000	108108	098098	143150	219233
W8_19	C8	000000	000000	096108	098098	140140	213233
W8_20	C8	000000	000000	108110	094098	140140	219233
W8_21	C8	000000	000000	096104	098101	140140	219219
W8_22	C8	000000	000000	096113	096098	140140	213219
W8_23	C8	000000	000000	096104	098120	143145	217219
W8_24	C8	000000	000000	108108	098098	140140	213219
W8_25	C8	000000	000000	099108	098098	140150	219233
